origin,destination,count,cat,year
kr,vn,2,Neg,2017
kr,za,2,Neg,2015
kr,za,2,Neg,2017
kr,ae,7,Pos,2016
kr,ae,5,Pos,2018
kr,ae,3,Pos,2017
kr,bd,23,Pos,2018
kr,bd,23,Pos,2019
kr,bd,16,Pos,2017
kr,bd,12,Pos,2015
kr,bd,10,Pos,2016
kr,be,9,Pos,2015
kr,be,4,Pos,2018
kr,br,137,Pos,2018
kr,br,96,Pos,2019
kr,br,19,Pos,2017
kr,br,1,Pos,2016
kr,ch,9,Pos,2016
kr,ch,2,Pos,2019
kr,ch,0,Pos,2015
kr,cn,102,Pos,2019
kr,cn,57,Pos,2018
kr,cn,52,Pos,2017
kr,cn,44,Pos,2016
kr,co,21,Pos,2016
kr,co,12,Pos,2017
kr,co,5,Pos,2019
kr,co,3,Pos,2018
kr,es,14,Pos,2019
kr,es,3,Pos,2016
kr,es,2,Pos,2018
kr,fr,85,Pos,2018
kr,fr,60,Pos,2019
kr,fr,52,Pos,2016
kr,fr,39,Pos,2015
kr,gb,81,Pos,2018
kr,gb,36,Pos,2019
kr,gb,32,Pos,2017
kr,hk,16,Pos,2019
kr,hk,4,Pos,2017
kr,id,23,Pos,2016
kr,id,22,Pos,2019
kr,id,6,Pos,2018
kr,id,3,Pos,2017
kr,ie,9,Pos,2018
kr,ie,8,Pos,2019
kr,in,143,Pos,2019
kr,in,101,Pos,2015
kr,in,45,Pos,2018
kr,in,26,Pos,2016
kr,ir,12,Pos,2018
kr,ir,12,Pos,2019
kr,ir,10,Pos,2015
kr,ir,8,Pos,2016
kr,ir,4,Pos,2017
kr,it,3,Pos,2019
kr,kh,2,Pos,2019
kr,kh,0,Pos,2017
kr,mx,7,Pos,2018
kr,mx,2,Pos,2017
kr,mx,2,Pos,2019
kr,my,21,Pos,2016
kr,my,19,Pos,2015
kr,my,4,Pos,2019
kr,ng,43,Pos,2018
kr,ng,38,Pos,2019
kr,ng,17,Pos,2017
kr,ng,10,Pos,2015
kr,nl,2,Pos,2019
kr,ph,24,Pos,2019
kr,ph,18,Pos,2018
kr,pk,45,Pos,2015
kr,pk,39,Pos,2017
kr,pk,37,Pos,2018
kr,pk,28,Pos,2019
kr,pk,21,Pos,2016
kr,pl,3,Pos,2018
kr,pl,1,Pos,2016
kr,qa,7,Pos,2018
kr,qa,2,Pos,2019
kr,qa,1,Pos,2017
kr,qa,0,Pos,2015
kr,sa,3,Pos,2016
kr,sa,1,Pos,2018
kr,th,16,Pos,2019
kr,th,11,Pos,2018
kr,th,10,Pos,2017
kr,th,0,Pos,2015
kr,tr,22,Pos,2018
kr,tr,17,Pos,2019
kr,tr,14,Pos,2016
kr,tr,14,Pos,2017
kr,tw,21,Pos,2018
kr,tw,17,Pos,2019
kr,tw,10,Pos,2017
kr,us,220,Pos,2018
kr,us,4,Pos,2019
kr,za,28,Pos,2019
kr,za,22,Pos,2018
kr,za,8,Pos,2016
kw,ae,833,Neg,2015
kw,ae,649,Neg,2016
kw,ae,247,Neg,2017
kw,ae,75,Neg,2018
kw,ae,42,Neg,2019
kw,af,36,Neg,2018
kw,af,23,Neg,2019
kw,af,2,Neg,2017
kw,au,257,Neg,2017
kw,au,214,Neg,2019
kw,au,187,Neg,2018
kw,au,179,Neg,2016
kw,au,73,Neg,2015
kw,ca,494,Neg,2019
kw,ca,484,Neg,2016
kw,ca,397,Neg,2018
kw,ca,375,Neg,2015
kw,ca,368,Neg,2017
kw,cn,16,Neg,2015
kw,cn,4,Neg,2018
kw,de,69,Neg,2017
kw,de,62,Neg,2015
kw,de,50,Neg,2018
kw,de,46,Neg,2016
kw,de,45,Neg,2019
kw,es,14,Neg,2019
kw,es,12,Neg,2017
kw,fr,21,Neg,2018
kw,gb,130,Neg,2019
kw,gb,75,Neg,2018
kw,iq,39,Neg,2019
kw,iq,24,Neg,2015
kw,it,21,Neg,2016
kw,it,10,Neg,2017
kw,lb,34,Neg,2017
kw,lb,29,Neg,2018
kw,ng,191,Neg,2015
kw,ng,41,Neg,2016
kw,ng,20,Neg,2017
kw,pk,16,Neg,2018
kw,qa,210,Neg,2015
kw,sa,132,Neg,2015
kw,za,67,Neg,2015
kw,za,39,Neg,2016
kw,za,18,Neg,2018
kw,za,4,Neg,2017
kw,af,49,Pos,2015
kw,af,37,Pos,2016
kw,bh,40,Pos,2015
kw,bh,38,Pos,2017
kw,bh,37,Pos,2016
kw,bh,34,Pos,2018
kw,bh,11,Pos,2019
kw,cn,39,Pos,2016
kw,cn,23,Pos,2019
kw,cn,4,Pos,2017
kw,eg,1265,Pos,2018
kw,eg,1232,Pos,2016
kw,eg,1115,Pos,2019
kw,eg,1040,Pos,2017
kw,eg,955,Pos,2015
kw,es,49,Pos,2015
kw,es,14,Pos,2016
kw,es,7,Pos,2018
kw,fr,93,Pos,2019
kw,fr,30,Pos,2016
kw,fr,20,Pos,2017
kw,fr,16,Pos,2015
kw,gb,383,Pos,2015
kw,gb,131,Pos,2016
kw,gb,34,Pos,2017
kw,in,3645,Pos,2016
kw,in,3608,Pos,2018
kw,in,3277,Pos,2019
kw,in,3255,Pos,2015
kw,in,2431,Pos,2017
kw,iq,73,Pos,2016
kw,iq,22,Pos,2017
kw,iq,2,Pos,2018
kw,it,22,Pos,2015
kw,it,9,Pos,2019
kw,it,5,Pos,2018
kw,jo,342,Pos,2016
kw,jo,295,Pos,2019
kw,jo,169,Pos,2018
kw,jo,154,Pos,2017
kw,jo,129,Pos,2015
kw,lb,178,Pos,2015
kw,lb,112,Pos,2019
kw,lb,73,Pos,2016
kw,my,62,Pos,2016
kw,my,61,Pos,2017
kw,my,53,Pos,2019
kw,my,34,Pos,2018
kw,my,32,Pos,2015
kw,ng,51,Pos,2019
kw,ng,32,Pos,2018
kw,om,144,Pos,2017
kw,om,96,Pos,2018
kw,om,48,Pos,2019
kw,om,21,Pos,2016
kw,om,8,Pos,2015
kw,ph,170,Pos,2015
kw,ph,142,Pos,2017
kw,ph,113,Pos,2019
kw,ph,89,Pos,2016
kw,ph,29,Pos,2018
kw,pk,23,Pos,2019
kw,pk,14,Pos,2016
kw,pk,8,Pos,2015
kw,pk,4,Pos,2017
kw,qa,206,Pos,2017
kw,qa,178,Pos,2018
kw,qa,64,Pos,2016
kw,qa,11,Pos,2019
kw,sa,558,Pos,2018
kw,sa,405,Pos,2017
kw,sa,365,Pos,2016
kw,sa,321,Pos,2019
kw,tr,276,Pos,2018
kw,tr,213,Pos,2019
kw,tr,210,Pos,2017
kw,tr,89,Pos,2016
kw,tr,70,Pos,2015
kw,us,1146,Pos,2015
kw,us,306,Pos,2018
kw,us,231,Pos,2019
kw,us,220,Pos,2017
kw,us,197,Pos,2016
kw,za,26,Pos,2019
kz,ae,154,Neg,2016
kz,ae,132,Neg,2015
kz,ae,119,Neg,2018
kz,ae,100,Neg,2017
kz,ae,82,Neg,2019
kz,au,108,Neg,2017
kz,au,57,Neg,2018
kz,au,22,Neg,2019
kz,au,9,Neg,2016
kz,az,8,Neg,2017
kz,ca,145,Neg,2016
kz,ca,136,Neg,2018
kz,ca,131,Neg,2019
kz,ca,108,Neg,2017
kz,ca,70,Neg,2015
kz,de,132,Neg,2017
kz,de,132,Neg,2018
kz,de,119,Neg,2019
kz,de,31,Neg,2015
kz,de,23,Neg,2016
kz,fr,103,Neg,2017
kz,fr,36,Neg,2019
kz,fr,29,Neg,2018
kz,gb,84,Neg,2017
kz,in,22,Neg,2017
kz,in,20,Neg,2016
kz,in,15,Neg,2018
kz,it,94,Neg,2017
kz,it,40,Neg,2019
kz,it,35,Neg,2018
kz,it,29,Neg,2016
kz,nl,72,Neg,2017
kz,nl,46,Neg,2018
kz,nl,42,Neg,2016
kz,nl,41,Neg,2019
kz,nl,9,Neg,2015
kz,tr,50,Neg,2018
kz,tr,36,Neg,2016
kz,ua,45,Neg,2017
kz,ua,42,Neg,2018
kz,ua,18,Neg,2019
kz,ua,13,Neg,2016
kz,us,595,Neg,2017
kz,us,297,Neg,2019
kz,us,280,Neg,2018
kz,us,38,Neg,2016
kz,uz,41,Neg,2018
kz,uz,23,Neg,2019
kz,uz,10,Neg,2017
kz,uz,4,Neg,2016
kz,au,9,Pos,2015
kz,az,20,Pos,2016
kz,az,13,Pos,2015
kz,az,7,Pos,2018
kz,az,1,Pos,2019
kz,cn,78,Pos,2016
kz,cn,77,Pos,2015
kz,cn,49,Pos,2018
kz,cn,40,Pos,2017
kz,cn,35,Pos,2019
kz,fr,62,Pos,2015
kz,fr,7,Pos,2016
kz,gb,352,Pos,2015
kz,gb,54,Pos,2016
kz,gb,35,Pos,2018
kz,gb,27,Pos,2019
kz,in,73,Pos,2015
kz,in,0,Pos,2019
kz,it,48,Pos,2015
kz,my,64,Pos,2017
kz,my,56,Pos,2016
kz,my,53,Pos,2019
kz,my,48,Pos,2018
kz,my,9,Pos,2015
kz,tr,41,Pos,2017
kz,tr,11,Pos,2015
kz,tr,10,Pos,2019
kz,ua,154,Pos,2015
kz,us,314,Pos,2015
kz,uz,9,Pos,2015
lb,ae,2434,Neg,2015
lb,ae,1446,Neg,2016
lb,ae,1174,Neg,2019
lb,ae,885,Neg,2017
lb,ae,613,Neg,2018
lb,au,237,Neg,2019
lb,au,224,Neg,2017
lb,au,214,Neg,2016
lb,au,176,Neg,2015
lb,au,173,Neg,2018
lb,be,88,Neg,2018
lb,be,81,Neg,2019
lb,be,68,Neg,2017
lb,be,55,Neg,2015
lb,be,40,Neg,2016
lb,bh,14,Neg,2015
lb,ca,842,Neg,2019
lb,ca,841,Neg,2016
lb,ca,717,Neg,2018
lb,ca,654,Neg,2017
lb,ca,592,Neg,2015
lb,ch,93,Neg,2018
lb,ch,77,Neg,2019
lb,ch,75,Neg,2016
lb,ch,43,Neg,2017
lb,ch,12,Neg,2015
lb,de,301,Neg,2019
lb,de,292,Neg,2016
lb,de,285,Neg,2018
lb,de,278,Neg,2015
lb,de,240,Neg,2017
lb,eg,11,Neg,2019
lb,es,173,Neg,2019
lb,es,126,Neg,2018
lb,es,116,Neg,2017
lb,es,113,Neg,2016
lb,es,45,Neg,2015
lb,fr,1213,Neg,2019
lb,fr,1031,Neg,2018
lb,fr,772,Neg,2017
lb,fr,617,Neg,2016
lb,fr,523,Neg,2015
lb,gb,286,Neg,2018
lb,gb,264,Neg,2019
lb,gb,245,Neg,2017
lb,gb,188,Neg,2016
lb,gh,17,Neg,2015
lb,gh,6,Neg,2018
lb,gh,4,Neg,2016
lb,iq,31,Neg,2015
lb,iq,1,Neg,2019
lb,it,113,Neg,2018
lb,it,94,Neg,2019
lb,it,56,Neg,2016
lb,it,29,Neg,2015
lb,it,18,Neg,2017
lb,jo,45,Neg,2015
lb,kw,157,Neg,2015
lb,kw,99,Neg,2019
lb,kw,65,Neg,2016
lb,ng,55,Neg,2015
lb,nl,97,Neg,2016
lb,nl,95,Neg,2019
lb,nl,91,Neg,2018
lb,nl,74,Neg,2015
lb,nl,62,Neg,2017
lb,om,45,Neg,2015
lb,om,38,Neg,2016
lb,om,7,Neg,2019
lb,qa,219,Neg,2019
lb,qa,38,Neg,2015
lb,qa,3,Neg,2018
lb,sa,921,Neg,2015
lb,se,91,Neg,2018
lb,se,89,Neg,2019
lb,se,73,Neg,2016
lb,se,67,Neg,2015
lb,se,57,Neg,2017
lb,tr,119,Neg,2015
lb,tr,92,Neg,2019
lb,tr,56,Neg,2016
lb,tr,52,Neg,2017
lb,us,757,Neg,2019
lb,us,665,Neg,2018
lb,us,524,Neg,2017
lb,us,395,Neg,2016
lb,bh,36,Pos,2016
lb,bh,12,Pos,2017
lb,bh,11,Pos,2018
lb,bh,0,Pos,2019
lb,eg,54,Pos,2016
lb,eg,27,Pos,2017
lb,eg,20,Pos,2018
lb,eg,10,Pos,2015
lb,gb,12,Pos,2015
lb,gh,7,Pos,2017
lb,gh,4,Pos,2019
lb,iq,60,Pos,2016
lb,iq,41,Pos,2017
lb,iq,24,Pos,2018
lb,jo,30,Pos,2019
lb,jo,18,Pos,2017
lb,jo,10,Pos,2016
lb,jo,9,Pos,2018
lb,kw,30,Pos,2017
lb,kw,25,Pos,2018
lb,ng,87,Pos,2016
lb,ng,69,Pos,2017
lb,ng,17,Pos,2018
lb,ng,6,Pos,2019
lb,om,35,Pos,2018
lb,om,2,Pos,2017
lb,qa,84,Pos,2017
lb,qa,71,Pos,2016
lb,sa,640,Pos,2018
lb,sa,530,Pos,2017
lb,sa,106,Pos,2019
lb,sa,36,Pos,2016
lb,sy,153,Pos,2017
lb,sy,132,Pos,2018
lb,sy,131,Pos,2016
lb,sy,124,Pos,2015
lb,sy,59,Pos,2019
lb,tr,8,Pos,2018
lb,us,1016,Pos,2015
lk,ae,531,Neg,2015
lk,ae,416,Neg,2016
lk,ae,293,Neg,2019
lk,ae,181,Neg,2018
lk,ae,154,Neg,2017
lk,au,1593,Neg,2018
lk,au,1537,Neg,2019
lk,au,1273,Neg,2017
lk,au,1197,Neg,2016
lk,au,1036,Neg,2015
lk,bd,6,Neg,2015
lk,bd,5,Neg,2018
lk,bd,4,Neg,2016
lk,ca,412,Neg,2019
lk,ca,320,Neg,2018
lk,ca,254,Neg,2017
lk,ca,205,Neg,2016
lk,ca,125,Neg,2015
lk,cn,5,Neg,2015
lk,de,69,Neg,2018
lk,de,63,Neg,2019
lk,de,32,Neg,2015
lk,de,30,Neg,2016
lk,de,28,Neg,2017
lk,fr,35,Neg,2019
lk,fr,30,Neg,2018
lk,fr,27,Neg,2017
lk,fr,11,Neg,2015
lk,fr,4,Neg,2016
lk,gb,166,Neg,2019
lk,gb,49,Neg,2018
lk,gb,11,Neg,2017
lk,jp,56,Neg,2019
lk,jp,30,Neg,2016
lk,jp,26,Neg,2018
lk,jp,24,Neg,2017
lk,jp,5,Neg,2015
lk,my,26,Neg,2019
lk,nz,284,Neg,2017
lk,nz,264,Neg,2016
lk,nz,254,Neg,2018
lk,nz,238,Neg,2019
lk,nz,172,Neg,2015
lk,om,5,Neg,2015
lk,qa,463,Neg,2015
lk,qa,229,Neg,2016
lk,qa,102,Neg,2019
lk,qa,74,Neg,2018
lk,qa,72,Neg,2017
lk,sa,85,Neg,2015
lk,sg,323,Neg,2019
lk,sg,272,Neg,2018
lk,sg,145,Neg,2017
lk,sg,121,Neg,2016
lk,sg,119,Neg,2015
lk,th,2,Neg,2015
lk,us,106,Neg,2019
lk,us,21,Neg,2018
lk,bd,43,Pos,2017
lk,bd,9,Pos,2019
lk,cn,21,Pos,2017
lk,cn,12,Pos,2016
lk,cn,9,Pos,2019
lk,cn,8,Pos,2018
lk,gb,108,Pos,2015
lk,gb,100,Pos,2016
lk,in,248,Pos,2016
lk,in,209,Pos,2015
lk,in,180,Pos,2018
lk,in,179,Pos,2017
lk,in,136,Pos,2019
lk,my,34,Pos,2016
lk,my,19,Pos,2018
lk,my,18,Pos,2017
lk,my,16,Pos,2015
lk,om,20,Pos,2017
lk,om,13,Pos,2019
lk,om,11,Pos,2018
lk,om,8,Pos,2016
lk,sa,127,Pos,2017
lk,sa,126,Pos,2018
lk,sa,73,Pos,2019
lk,sa,25,Pos,2016
lk,th,19,Pos,2017
lk,th,18,Pos,2016
lk,th,2,Pos,2018
lk,th,1,Pos,2019
lk,us,823,Pos,2015
lk,us,363,Pos,2016
lk,us,19,Pos,2017
lt,au,127,Neg,2016
lt,au,83,Neg,2017
lt,au,75,Neg,2015
lt,au,62,Neg,2018
lt,au,33,Neg,2019
lt,be,75,Neg,2018
lt,be,46,Neg,2017
lt,be,36,Neg,2019
lt,ca,135,Neg,2018
lt,ca,55,Neg,2017
lt,ca,46,Neg,2016
lt,ca,38,Neg,2015
lt,ca,33,Neg,2019
lt,ch,188,Neg,2016
lt,ch,175,Neg,2018
lt,ch,120,Neg,2017
lt,ch,74,Neg,2019
lt,ch,71,Neg,2015
lt,de,378,Neg,2017
lt,de,318,Neg,2018
lt,de,305,Neg,2016
lt,de,147,Neg,2019
lt,de,142,Neg,2015
lt,dk,166,Neg,2017
lt,dk,25,Neg,2016
lt,es,232,Neg,2018
lt,es,160,Neg,2017
lt,es,152,Neg,2016
lt,es,66,Neg,2019
lt,es,50,Neg,2015
lt,fr,86,Neg,2018
lt,fr,46,Neg,2017
lt,fr,33,Neg,2015
lt,fr,24,Neg,2019
lt,gb,571,Neg,2015
lt,gb,482,Neg,2016
lt,gb,396,Neg,2017
lt,gb,223,Neg,2018
lt,ie,70,Neg,2018
lt,ie,31,Neg,2017
lt,it,57,Neg,2018
lt,it,9,Neg,2017
lt,lv,50,Neg,2015
lt,lv,8,Neg,2018
lt,nl,213,Neg,2018
lt,nl,117,Neg,2017
lt,nl,63,Neg,2015
lt,nl,50,Neg,2019
lt,nl,35,Neg,2016
lt,no,46,Neg,2018
lt,pl,63,Neg,2015
lt,pl,52,Neg,2017
lt,pl,46,Neg,2018
lt,pl,39,Neg,2016
lt,pl,7,Neg,2019
lt,se,145,Neg,2018
lt,se,135,Neg,2017
lt,se,128,Neg,2019
lt,se,67,Neg,2016
lt,se,8,Neg,2015
lt,tr,25,Neg,2015
lt,us,34,Neg,2017
lt,us,31,Neg,2019
lt,be,38,Pos,2015
lt,be,0,Pos,2016
lt,by,117,Pos,2015
lt,by,110,Pos,2016
lt,by,48,Pos,2018
lt,by,40,Pos,2019
lt,by,6,Pos,2017
lt,dk,126,Pos,2019
lt,dk,46,Pos,2015
lt,dk,5,Pos,2018
lt,fr,32,Pos,2016
lt,gb,723,Pos,2019
lt,ie,85,Pos,2016
lt,ie,43,Pos,2019
lt,ie,8,Pos,2015
lt,in,140,Pos,2019
lt,in,133,Pos,2015
lt,in,132,Pos,2017
lt,in,124,Pos,2016
lt,in,86,Pos,2018
lt,it,43,Pos,2019
lt,it,42,Pos,2015
lt,it,14,Pos,2016
lt,lv,46,Pos,2017
lt,lv,26,Pos,2019
lt,lv,14,Pos,2016
lt,no,106,Pos,2016
lt,no,46,Pos,2015
lt,no,14,Pos,2019
lt,no,9,Pos,2017
lt,tr,76,Pos,2019
lt,tr,60,Pos,2016
lt,tr,31,Pos,2017
lt,tr,16,Pos,2018
lt,ua,171,Pos,2015
lt,ua,114,Pos,2019
lt,ua,103,Pos,2016
lt,ua,81,Pos,2018
lt,ua,77,Pos,2017
lt,us,680,Pos,2015
lt,us,156,Pos,2016
lt,us,43,Pos,2018
lu,ae,60,Neg,2015
lu,au,65,Neg,2017
lu,ca,5,Neg,2017
lu,ch,445,Neg,2016
lu,ch,425,Neg,2015
lu,ch,125,Neg,2017
lu,ch,120,Neg,2018
lu,ch,40,Neg,2019
lu,dk,34,Neg,2016
lu,se,15,Neg,2017
lu,sg,27,Neg,2015
lu,ae,195,Pos,2018
lu,ae,172,Pos,2019
lu,ae,60,Pos,2017
lu,ae,0,Pos,2016
lu,at,170,Pos,2017
lu,at,142,Pos,2018
lu,at,91,Pos,2016
lu,at,60,Pos,2015
lu,at,8,Pos,2019
lu,au,62,Pos,2018
lu,au,46,Pos,2015
lu,au,17,Pos,2016
lu,au,12,Pos,2019
lu,be,4967,Pos,2015
lu,be,4273,Pos,2016
lu,be,2960,Pos,2018
lu,be,2853,Pos,2017
lu,be,2236,Pos,2019
lu,br,607,Pos,2018
lu,br,515,Pos,2019
lu,br,365,Pos,2016
lu,br,260,Pos,2017
lu,br,166,Pos,2015
lu,ca,126,Pos,2015
lu,ca,84,Pos,2019
lu,ca,57,Pos,2016
lu,ca,31,Pos,2018
lu,cn,220,Pos,2017
lu,cn,196,Pos,2019
lu,cn,160,Pos,2016
lu,cn,128,Pos,2018
lu,cn,40,Pos,2015
lu,cz,180,Pos,2019
lu,cz,125,Pos,2017
lu,cz,113,Pos,2015
lu,cz,106,Pos,2018
lu,cz,86,Pos,2016
lu,de,2537,Pos,2015
lu,de,2288,Pos,2016
lu,de,1907,Pos,2017
lu,de,1816,Pos,2019
lu,de,1715,Pos,2018
lu,dk,85,Pos,2017
lu,dk,58,Pos,2018
lu,dk,20,Pos,2015
lu,dk,4,Pos,2019
lu,es,916,Pos,2017
lu,es,890,Pos,2016
lu,es,730,Pos,2015
lu,es,711,Pos,2019
lu,es,567,Pos,2018
lu,fi,173,Pos,2015
lu,fi,165,Pos,2016
lu,fi,128,Pos,2018
lu,fi,105,Pos,2017
lu,fi,56,Pos,2019
lu,fr,15068,Pos,2015
lu,fr,12448,Pos,2016
lu,fr,9141,Pos,2018
lu,fr,8771,Pos,2019
lu,fr,8700,Pos,2017
lu,gb,1577,Pos,2017
lu,gb,1473,Pos,2019
lu,gb,1152,Pos,2018
lu,gb,747,Pos,2016
lu,gb,558,Pos,2015
lu,gr,519,Pos,2016
lu,gr,452,Pos,2015
lu,gr,435,Pos,2017
lu,gr,346,Pos,2018
lu,gr,259,Pos,2019
lu,hu,261,Pos,2018
lu,hu,235,Pos,2017
lu,hu,219,Pos,2015
lu,hu,180,Pos,2019
lu,hu,160,Pos,2016
lu,ie,388,Pos,2016
lu,ie,236,Pos,2019
lu,ie,226,Pos,2018
lu,ie,126,Pos,2015
lu,ie,125,Pos,2017
lu,in,1090,Pos,2019
lu,in,829,Pos,2018
lu,in,801,Pos,2017
lu,in,570,Pos,2016
lu,in,332,Pos,2015
lu,it,1826,Pos,2018
lu,it,1808,Pos,2016
lu,it,1657,Pos,2017
lu,it,1647,Pos,2015
lu,it,1529,Pos,2019
lu,nl,677,Pos,2015
lu,nl,486,Pos,2017
lu,nl,479,Pos,2016
lu,nl,315,Pos,2018
lu,nl,220,Pos,2019
lu,pl,636,Pos,2017
lu,pl,563,Pos,2019
lu,pl,558,Pos,2018
lu,pl,479,Pos,2016
lu,pl,471,Pos,2015
lu,pt,878,Pos,2019
lu,pt,709,Pos,2018
lu,pt,656,Pos,2016
lu,pt,581,Pos,2017
lu,pt,491,Pos,2015
lu,ro,750,Pos,2015
lu,ro,642,Pos,2018
lu,ro,547,Pos,2019
lu,ro,541,Pos,2017
lu,ro,531,Pos,2016
lu,se,106,Pos,2015
lu,se,57,Pos,2016
lu,se,48,Pos,2019
lu,se,44,Pos,2018
lu,sg,92,Pos,2019
lu,sg,85,Pos,2017
lu,sg,35,Pos,2018
lu,sg,34,Pos,2016
lu,us,498,Pos,2015
lu,us,473,Pos,2016
lu,us,307,Pos,2019
lu,us,297,Pos,2018
lu,us,250,Pos,2017
lv,be,78,Neg,2019
lv,be,47,Neg,2016
lv,be,42,Neg,2017
lv,be,17,Neg,2018
lv,ch,180,Neg,2018
lv,ch,120,Neg,2016
lv,ch,91,Neg,2015
lv,ch,54,Neg,2017
lv,ch,50,Neg,2019
lv,de,332,Neg,2018
lv,de,317,Neg,2015
lv,de,285,Neg,2017
lv,de,213,Neg,2019
lv,de,137,Neg,2016
lv,dk,17,Neg,2016
lv,ee,121,Neg,2018
lv,ee,116,Neg,2019
lv,ee,106,Neg,2015
lv,ee,69,Neg,2017
lv,ee,34,Neg,2016
lv,es,139,Neg,2017
lv,es,111,Neg,2018
lv,es,82,Neg,2015
lv,es,64,Neg,2016
lv,es,59,Neg,2019
lv,fr,294,Neg,2018
lv,fr,84,Neg,2019
lv,gb,264,Neg,2015
lv,gb,187,Neg,2018
lv,gb,127,Neg,2017
lv,gb,103,Neg,2016
lv,gb,31,Neg,2019
lv,it,48,Neg,2015
lv,it,39,Neg,2017
lv,lt,58,Neg,2017
lv,lt,34,Neg,2019
lv,lt,17,Neg,2016
lv,nl,176,Neg,2018
lv,nl,154,Neg,2017
lv,nl,52,Neg,2016
lv,nl,31,Neg,2019
lv,no,69,Neg,2016
lv,no,55,Neg,2018
lv,no,42,Neg,2017
lv,no,34,Neg,2019
lv,se,178,Neg,2019
lv,se,111,Neg,2018
lv,se,96,Neg,2017
lv,se,17,Neg,2016
lv,us,366,Neg,2018
lv,us,238,Neg,2019
lv,us,108,Neg,2017
lv,be,10,Pos,2015
lv,dk,159,Pos,2015
lv,dk,97,Pos,2019
lv,dk,35,Pos,2017
lv,dk,21,Pos,2018
lv,fr,50,Pos,2017
lv,fr,26,Pos,2016
lv,fr,24,Pos,2015
lv,it,13,Pos,2016
lv,it,10,Pos,2018
lv,it,3,Pos,2019
lv,lt,58,Pos,2015
lv,lt,10,Pos,2018
lv,nl,43,Pos,2015
lv,no,29,Pos,2015
lv,se,24,Pos,2015
lv,ua,386,Pos,2016
lv,ua,255,Pos,2015
lv,ua,216,Pos,2017
lv,ua,156,Pos,2019
lv,ua,62,Pos,2018
lv,us,360,Pos,2015
lv,us,90,Pos,2016
ly,ae,395,Neg,2015
ly,ae,222,Neg,2016
ly,ca,287,Neg,2016
ly,ca,229,Neg,2017
ly,ca,227,Neg,2015
ly,ca,183,Neg,2018
ly,ca,70,Neg,2019
ly,eg,614,Neg,2015
ly,eg,222,Neg,2016
ly,eg,97,Neg,2017
ly,gb,151,Neg,2015
ly,gb,36,Neg,2018
ly,tn,76,Neg,2015
ly,tn,34,Neg,2017
ly,tr,269,Neg,2015
ly,tr,72,Neg,2016
ly,tr,56,Neg,2018
ly,tr,12,Neg,2019
ly,us,86,Neg,2017
ly,ae,255,Pos,2019
ly,ae,132,Pos,2018
ly,ae,0,Pos,2017
ly,eg,41,Pos,2019
ly,eg,25,Pos,2018
ly,gb,99,Pos,2019
ly,gb,46,Pos,2017
ly,gb,13,Pos,2016
ly,tn,111,Pos,2019
ly,tn,97,Pos,2018
ly,tn,0,Pos,2016
ly,tr,6,Pos,2017
ly,us,841,Pos,2015
ly,us,670,Pos,2019
ly,us,98,Pos,2016
ly,us,66,Pos,2018
ma,ae,176,Neg,2016
ma,ae,157,Neg,2015
ma,ae,156,Neg,2017
ma,ae,150,Neg,2018
ma,ae,112,Neg,2019
ma,be,123,Neg,2019
ma,be,96,Neg,2018
ma,be,54,Neg,2016
ma,be,48,Neg,2017
ma,be,11,Neg,2015
ma,ca,529,Neg,2019
ma,ca,408,Neg,2018
ma,ca,244,Neg,2017
ma,ca,199,Neg,2015
ma,ca,195,Neg,2016
ma,ch,23,Neg,2017
ma,ch,23,Neg,2019
ma,ch,19,Neg,2016
ma,ch,15,Neg,2018
ma,ci,60,Neg,2016
ma,ci,42,Neg,2018
ma,ci,41,Neg,2019
ma,ci,27,Neg,2015
ma,ci,20,Neg,2017
ma,cn,55,Neg,2019
ma,cn,34,Neg,2018
ma,cn,24,Neg,2016
ma,cn,19,Neg,2017
ma,de,165,Neg,2019
ma,de,122,Neg,2018
ma,de,76,Neg,2016
ma,de,65,Neg,2017
ma,de,45,Neg,2015
ma,dz,5,Neg,2019
ma,eg,15,Neg,2016
ma,eg,2,Neg,2019
ma,eg,1,Neg,2018
ma,es,190,Neg,2019
ma,es,141,Neg,2018
ma,es,118,Neg,2017
ma,es,73,Neg,2016
ma,fr,3185,Neg,2019
ma,fr,2926,Neg,2018
ma,fr,2473,Neg,2017
ma,fr,1454,Neg,2016
ma,fr,660,Neg,2015
ma,gb,72,Neg,2019
ma,gb,64,Neg,2018
ma,gb,46,Neg,2017
ma,gb,32,Neg,2016
ma,it,72,Neg,2019
ma,it,52,Neg,2018
ma,it,34,Neg,2017
ma,it,11,Neg,2016
ma,nl,48,Neg,2019
ma,nl,33,Neg,2018
ma,nl,25,Neg,2017
ma,nl,22,Neg,2016
ma,qa,62,Neg,2019
ma,qa,57,Neg,2015
ma,qa,55,Neg,2018
ma,qa,43,Neg,2016
ma,qa,32,Neg,2017
ma,sa,28,Neg,2019
ma,sa,12,Neg,2015
ma,sa,11,Neg,2017
ma,sa,5,Neg,2016
ma,sa,4,Neg,2018
ma,sn,22,Neg,2016
ma,sn,22,Neg,2017
ma,sn,15,Neg,2015
ma,sn,13,Neg,2018
ma,tr,74,Neg,2019
ma,tr,60,Neg,2018
ma,tr,35,Neg,2015
ma,tr,33,Neg,2017
ma,tr,17,Neg,2016
