origin,destination,count,cat,year
cl,pe,72,Pos,2018
cl,pe,26,Pos,2017
cl,pe,18,Pos,2016
cl,pt,4,Pos,2015
cl,se,0,Pos,2015
cl,us,498,Pos,2015
cl,us,173,Pos,2017
cl,us,169,Pos,2016
cl,us,109,Pos,2018
cl,us,60,Pos,2019
cl,uy,15,Pos,2018
cl,uy,14,Pos,2017
cl,uy,9,Pos,2019
cl,uy,5,Pos,2015
cl,uy,1,Pos,2016
cl,ve,2602,Pos,2017
cl,ve,2559,Pos,2018
cl,ve,2115,Pos,2019
cl,ve,1754,Pos,2016
cl,ve,817,Pos,2015
cm,ae,210,Neg,2018
cm,ae,209,Neg,2019
cm,ae,157,Neg,2015
cm,ae,145,Neg,2017
cm,ae,97,Neg,2016
cm,be,199,Neg,2018
cm,be,186,Neg,2019
cm,be,167,Neg,2017
cm,be,151,Neg,2016
cm,be,45,Neg,2015
cm,ca,645,Neg,2018
cm,ca,523,Neg,2017
cm,ca,515,Neg,2019
cm,ca,459,Neg,2015
cm,ca,451,Neg,2016
cm,ci,100,Neg,2018
cm,ci,82,Neg,2016
cm,ci,73,Neg,2019
cm,ci,65,Neg,2017
cm,ci,61,Neg,2015
cm,cn,49,Neg,2016
cm,cn,48,Neg,2015
cm,cn,17,Neg,2018
cm,cn,9,Neg,2017
cm,cn,8,Neg,2019
cm,de,230,Neg,2019
cm,de,172,Neg,2018
cm,de,118,Neg,2016
cm,de,89,Neg,2017
cm,de,61,Neg,2015
cm,fr,1357,Neg,2019
cm,fr,1027,Neg,2018
cm,fr,801,Neg,2017
cm,fr,315,Neg,2016
cm,ga,28,Neg,2019
cm,ga,15,Neg,2018
cm,ga,7,Neg,2017
cm,gb,134,Neg,2019
cm,gb,45,Neg,2018
cm,ng,33,Neg,2019
cm,ng,9,Neg,2018
cm,sn,45,Neg,2019
cm,sn,43,Neg,2018
cm,sn,10,Neg,2016
cm,us,1107,Neg,2019
cm,us,802,Neg,2018
cm,us,480,Neg,2017
cm,za,21,Neg,2018
cm,fr,6,Pos,2015
cm,ga,13,Pos,2016
cm,ga,10,Pos,2015
cm,gb,176,Pos,2015
cm,gb,110,Pos,2016
cm,gb,39,Pos,2017
cm,in,341,Pos,2019
cm,in,96,Pos,2015
cm,in,35,Pos,2017
cm,in,10,Pos,2016
cm,in,2,Pos,2018
cm,ng,56,Pos,2017
cm,ng,45,Pos,2015
cm,ng,28,Pos,2016
cm,sn,13,Pos,2017
cm,sn,3,Pos,2015
cm,us,456,Pos,2015
cm,us,20,Pos,2016
cm,za,122,Pos,2015
cm,za,51,Pos,2016
cm,za,15,Pos,2017
cm,za,5,Pos,2019
cn,ae,17,Neg,2015
cn,ae,12,Neg,2016
cn,ae,4,Neg,2019
cn,ae,2,Neg,2017
cn,ae,2,Neg,2018
cn,af,7,Neg,2016
cn,af,4,Neg,2015
cn,af,2,Neg,2017
cn,af,1,Neg,2018
cn,af,1,Neg,2019
cn,al,9,Neg,2016
cn,al,5,Neg,2015
cn,al,3,Neg,2017
cn,al,2,Neg,2018
cn,al,2,Neg,2019
cn,ao,1,Neg,2015
cn,ar,5,Neg,2016
cn,ar,2,Neg,2015
cn,ar,1,Neg,2017
cn,at,2,Neg,2016
cn,at,1,Neg,2017
cn,at,1,Neg,2018
cn,at,1,Neg,2019
cn,au,76,Neg,2015
cn,au,73,Neg,2016
cn,au,44,Neg,2017
cn,au,21,Neg,2018
cn,au,13,Neg,2019
cn,az,2,Neg,2015
cn,az,1,Neg,2016
cn,be,2,Neg,2017
cn,be,2,Neg,2019
cn,be,1,Neg,2016
cn,be,1,Neg,2018
cn,bg,1,Neg,2018
cn,bg,1,Neg,2019
cn,ca,95,Neg,2015
cn,ca,63,Neg,2016
cn,ca,47,Neg,2017
cn,ca,35,Neg,2018
cn,ca,35,Neg,2019
cn,ch,10,Neg,2015
cn,ch,5,Neg,2017
cn,ch,4,Neg,2016
cn,ch,4,Neg,2018
cn,ch,2,Neg,2019
cn,cl,1,Neg,2015
cn,cz,1,Neg,2017
cn,cz,1,Neg,2019
cn,de,35,Neg,2015
cn,de,30,Neg,2016
cn,de,20,Neg,2017
cn,de,15,Neg,2018
cn,de,14,Neg,2019
cn,dk,10,Neg,2015
cn,dk,4,Neg,2017
cn,dk,4,Neg,2019
cn,dk,3,Neg,2016
cn,dk,3,Neg,2018
cn,dz,3,Neg,2016
cn,dz,1,Neg,2017
cn,eg,2,Neg,2015
cn,eg,1,Neg,2016
cn,es,5,Neg,2017
cn,es,3,Neg,2018
cn,es,3,Neg,2019
cn,es,2,Neg,2016
cn,es,1,Neg,2015
cn,et,2,Neg,2015
cn,et,1,Neg,2016
cn,fi,4,Neg,2015
cn,fi,2,Neg,2019
cn,fi,1,Neg,2016
cn,fi,1,Neg,2017
cn,fi,1,Neg,2018
cn,fr,4,Neg,2017
cn,fr,3,Neg,2019
cn,fr,2,Neg,2018
cn,gr,1,Neg,2016
cn,hk,76,Neg,2015
cn,hk,53,Neg,2016
cn,hk,39,Neg,2017
cn,hk,35,Neg,2018
cn,hk,30,Neg,2019
cn,hu,1,Neg,2016
cn,hu,1,Neg,2018
cn,id,11,Neg,2015
cn,id,5,Neg,2016
cn,id,4,Neg,2019
cn,id,3,Neg,2018
cn,ie,4,Neg,2015
cn,ie,4,Neg,2016
cn,ie,2,Neg,2019
cn,ie,1,Neg,2017
cn,ie,1,Neg,2018
cn,il,1,Neg,2015
cn,il,1,Neg,2016
cn,il,1,Neg,2018
cn,il,1,Neg,2019
cn,iq,1,Neg,2015
cn,iq,1,Neg,2019
cn,it,2,Neg,2019
cn,it,1,Neg,2017
cn,jp,5,Neg,2019
cn,ke,1,Neg,2016
cn,kh,1,Neg,2015
cn,kh,1,Neg,2016
cn,kh,1,Neg,2018
cn,kh,1,Neg,2019
cn,kr,5,Neg,2019
cn,kr,3,Neg,2016
cn,kr,3,Neg,2017
cn,kr,3,Neg,2018
cn,kw,1,Neg,2016
cn,kz,3,Neg,2015
cn,kz,2,Neg,2016
cn,kz,1,Neg,2017
cn,kz,1,Neg,2018
cn,kz,1,Neg,2019
cn,lu,1,Neg,2015
cn,lu,1,Neg,2016
cn,lu,1,Neg,2017
cn,lu,1,Neg,2018
cn,lu,1,Neg,2019
cn,mm,5,Neg,2015
cn,mm,4,Neg,2016
cn,mm,1,Neg,2018
cn,mm,1,Neg,2019
cn,mn,2,Neg,2015
cn,mn,1,Neg,2016
cn,mn,1,Neg,2017
cn,mx,1,Neg,2018
cn,my,1,Neg,2015
cn,nl,6,Neg,2017
cn,nl,5,Neg,2019
cn,nl,4,Neg,2018
cn,no,1,Neg,2016
cn,no,1,Neg,2018
cn,no,1,Neg,2019
cn,np,2,Neg,2015
cn,np,1,Neg,2016
cn,np,1,Neg,2017
cn,np,1,Neg,2018
cn,np,1,Neg,2019
cn,nz,34,Neg,2015
cn,nz,26,Neg,2016
cn,nz,16,Neg,2017
cn,nz,10,Neg,2018
cn,nz,7,Neg,2019
cn,om,1,Neg,2015
cn,om,1,Neg,2016
cn,pe,1,Neg,2015
cn,ph,3,Neg,2016
cn,ph,2,Neg,2017
cn,ph,1,Neg,2015
cn,pl,1,Neg,2016
cn,pl,1,Neg,2017
cn,pl,1,Neg,2018
cn,pl,1,Neg,2019
cn,pt,1,Neg,2015
cn,pt,1,Neg,2019
cn,sa,2,Neg,2015
cn,se,12,Neg,2015
cn,se,8,Neg,2016
cn,se,7,Neg,2017
cn,se,5,Neg,2018
cn,se,5,Neg,2019
cn,sg,28,Neg,2015
cn,sg,23,Neg,2019
cn,sg,13,Neg,2018
cn,sg,10,Neg,2016
cn,sg,9,Neg,2017
cn,th,9,Neg,2015
cn,th,5,Neg,2016
cn,th,3,Neg,2019
cn,th,2,Neg,2018
cn,ua,1,Neg,2019
cn,ug,2,Neg,2015
cn,ug,1,Neg,2016
cn,us,213,Neg,2015
cn,us,158,Neg,2016
cn,us,136,Neg,2017
cn,us,65,Neg,2019
cn,us,38,Neg,2018
cn,vn,7,Neg,2015
cn,vn,7,Neg,2016
cn,vn,5,Neg,2019
cn,vn,4,Neg,2018
cn,vn,3,Neg,2017
cn,zm,1,Neg,2016
cn,zm,1,Neg,2018
cn,zm,1,Neg,2019
cn,ao,0,Pos,2016
cn,ao,0,Pos,2017
cn,ao,0,Pos,2018
cn,ao,0,Pos,2019
cn,ar,0,Pos,2018
cn,ar,0,Pos,2019
cn,at,0,Pos,2015
cn,az,0,Pos,2017
cn,az,0,Pos,2018
cn,az,0,Pos,2019
cn,bd,3,Pos,2015
cn,bd,3,Pos,2018
cn,bd,3,Pos,2019
cn,bd,2,Pos,2016
cn,bd,1,Pos,2017
cn,be,0,Pos,2015
cn,bg,1,Pos,2015
cn,bg,0,Pos,2016
cn,bg,0,Pos,2017
cn,br,5,Pos,2018
cn,br,3,Pos,2016
cn,br,3,Pos,2017
cn,br,3,Pos,2019
cn,br,2,Pos,2015
cn,by,1,Pos,2018
cn,by,0,Pos,2015
cn,by,0,Pos,2016
cn,by,0,Pos,2017
cn,by,0,Pos,2019
cn,cl,0,Pos,2016
cn,cl,0,Pos,2017
cn,cl,0,Pos,2018
cn,cl,0,Pos,2019
cn,cm,1,Pos,2015
cn,cm,1,Pos,2016
cn,cm,0,Pos,2017
cn,cm,0,Pos,2018
cn,cm,0,Pos,2019
cn,co,1,Pos,2018
cn,co,0,Pos,2015
cn,co,0,Pos,2016
cn,co,0,Pos,2017
cn,co,0,Pos,2019
cn,cz,1,Pos,2015
cn,cz,0,Pos,2016
cn,cz,0,Pos,2018
cn,dz,1,Pos,2018
cn,dz,1,Pos,2019
cn,dz,0,Pos,2015
cn,eg,1,Pos,2018
cn,eg,1,Pos,2019
cn,eg,0,Pos,2017
cn,et,0,Pos,2017
cn,et,0,Pos,2018
cn,et,0,Pos,2019
cn,fr,33,Pos,2015
cn,fr,7,Pos,2016
cn,gb,88,Pos,2015
cn,gb,62,Pos,2016
cn,gb,31,Pos,2017
cn,gb,20,Pos,2018
cn,gb,7,Pos,2019
cn,gh,2,Pos,2016
cn,gh,2,Pos,2017
cn,gh,2,Pos,2018
cn,gh,2,Pos,2019
cn,gh,1,Pos,2015
cn,gr,0,Pos,2015
cn,gr,0,Pos,2017
cn,gr,0,Pos,2018
cn,gr,0,Pos,2019
cn,hu,0,Pos,2015
cn,hu,0,Pos,2017
cn,hu,0,Pos,2019
cn,id,0,Pos,2017
cn,il,0,Pos,2017
cn,in,11,Pos,2015
cn,in,9,Pos,2018
cn,in,7,Pos,2019
cn,in,3,Pos,2016
cn,in,3,Pos,2017
cn,iq,0,Pos,2016
cn,iq,0,Pos,2017
cn,iq,0,Pos,2018
cn,ir,2,Pos,2015
cn,ir,2,Pos,2018
cn,ir,1,Pos,2016
cn,ir,1,Pos,2017
cn,ir,1,Pos,2019
cn,it,11,Pos,2015
cn,it,1,Pos,2016
cn,it,0,Pos,2018
cn,jp,43,Pos,2015
cn,jp,12,Pos,2016
cn,jp,11,Pos,2017
cn,jp,0,Pos,2018
cn,ke,0,Pos,2015
cn,ke,0,Pos,2017
cn,ke,0,Pos,2018
cn,ke,0,Pos,2019
cn,kh,0,Pos,2017
cn,kr,11,Pos,2015
cn,kw,1,Pos,2015
cn,kw,0,Pos,2017
cn,kw,0,Pos,2018
cn,kw,0,Pos,2019
cn,lk,0,Pos,2015
cn,lk,0,Pos,2016
cn,lk,0,Pos,2017
cn,lk,0,Pos,2018
cn,lk,0,Pos,2019
cn,ma,3,Pos,2019
cn,ma,2,Pos,2018
cn,ma,1,Pos,2016
cn,ma,1,Pos,2017
cn,ma,0,Pos,2015
cn,mm,0,Pos,2017
cn,mn,0,Pos,2018
cn,mn,0,Pos,2019
cn,mx,2,Pos,2015
cn,mx,1,Pos,2016
cn,mx,1,Pos,2019
cn,mx,0,Pos,2017
cn,my,2,Pos,2016
cn,my,2,Pos,2017
cn,my,0,Pos,2018
cn,my,0,Pos,2019
cn,ng,4,Pos,2015
cn,ng,4,Pos,2017
cn,ng,4,Pos,2018
cn,ng,4,Pos,2019
cn,ng,3,Pos,2016
cn,nl,2,Pos,2015
cn,nl,2,Pos,2016
cn,no,1,Pos,2015
cn,no,0,Pos,2017
cn,om,0,Pos,2017
cn,om,0,Pos,2018
cn,om,0,Pos,2019
cn,pe,0,Pos,2016
cn,pe,0,Pos,2017
cn,pe,0,Pos,2018
cn,pe,0,Pos,2019
cn,ph,0,Pos,2018
cn,ph,0,Pos,2019
cn,pk,11,Pos,2015
cn,pk,9,Pos,2016
cn,pk,7,Pos,2017
cn,pk,5,Pos,2018
cn,pk,4,Pos,2019
cn,pl,1,Pos,2015
cn,pt,0,Pos,2016
cn,pt,0,Pos,2017
cn,pt,0,Pos,2018
cn,qa,1,Pos,2018
cn,qa,0,Pos,2015
cn,qa,0,Pos,2016
cn,qa,0,Pos,2017
cn,qa,0,Pos,2019
cn,ro,1,Pos,2015
cn,ro,0,Pos,2016
cn,ro,0,Pos,2017
cn,ro,0,Pos,2018
cn,ro,0,Pos,2019
cn,rs,2,Pos,2015
cn,rs,1,Pos,2016
cn,rs,1,Pos,2018
cn,rs,1,Pos,2019
cn,rs,0,Pos,2017
cn,sa,0,Pos,2016
cn,sa,0,Pos,2017
cn,sa,0,Pos,2018
cn,sa,0,Pos,2019
cn,th,0,Pos,2017
cn,tr,1,Pos,2015
cn,tr,1,Pos,2017
cn,tr,1,Pos,2018
cn,tr,0,Pos,2016
cn,tr,0,Pos,2019
cn,tw,63,Pos,2015
cn,tw,39,Pos,2018
cn,tw,37,Pos,2017
cn,tw,16,Pos,2019
cn,tw,4,Pos,2016
cn,tz,0,Pos,2015
cn,tz,0,Pos,2016
cn,tz,0,Pos,2017
cn,tz,0,Pos,2018
cn,tz,0,Pos,2019
cn,ua,7,Pos,2015
cn,ua,1,Pos,2016
cn,ua,0,Pos,2017
cn,ua,0,Pos,2018
cn,ug,0,Pos,2017
cn,ug,0,Pos,2018
cn,ug,0,Pos,2019
cn,ve,2,Pos,2015
cn,ve,1,Pos,2016
cn,ve,1,Pos,2017
cn,ve,1,Pos,2018
cn,ve,1,Pos,2019
cn,za,6,Pos,2018
cn,za,6,Pos,2019
cn,za,4,Pos,2015
cn,za,4,Pos,2017
cn,za,3,Pos,2016
cn,zm,0,Pos,2015
cn,zm,0,Pos,2017
co,ae,12,Neg,2016
co,ae,8,Neg,2017
co,ae,8,Neg,2018
co,ae,7,Neg,2019
co,ae,1,Neg,2015
co,ar,44,Neg,2017
co,ar,28,Neg,2018
co,ar,8,Neg,2016
co,au,137,Neg,2019
co,au,115,Neg,2017
co,au,105,Neg,2016
co,au,92,Neg,2018
co,au,38,Neg,2015
co,be,8,Neg,2016
co,be,7,Neg,2019
co,be,6,Neg,2018
co,be,3,Neg,2017
co,bo,3,Neg,2016
co,bo,3,Neg,2017
co,bo,1,Neg,2015
co,ca,172,Neg,2019
co,ca,127,Neg,2018
co,ca,102,Neg,2017
co,ca,94,Neg,2016
co,ca,22,Neg,2015
co,ch,12,Neg,2017
co,ch,8,Neg,2016
co,ch,8,Neg,2019
co,ch,7,Neg,2018
co,ch,1,Neg,2015
co,cl,92,Neg,2017
co,cl,84,Neg,2019
co,cl,80,Neg,2018
co,cl,68,Neg,2016
co,cl,42,Neg,2015
co,cn,5,Neg,2018
co,cn,3,Neg,2019
co,cn,1,Neg,2016
co,cn,1,Neg,2017
co,cr,6,Neg,2018
co,cr,5,Neg,2019
co,cr,4,Neg,2017
co,cr,2,Neg,2015
co,cr,2,Neg,2016
co,de,74,Neg,2019
co,de,67,Neg,2018
co,de,66,Neg,2017
co,de,53,Neg,2016
co,de,19,Neg,2015
co,do,5,Neg,2016
co,ec,26,Neg,2015
co,ec,25,Neg,2016
co,ec,10,Neg,2017
co,ec,7,Neg,2018
co,ec,6,Neg,2019
co,es,290,Neg,2019
co,es,174,Neg,2018
co,es,116,Neg,2017
co,es,56,Neg,2016
co,fr,74,Neg,2019
co,fr,62,Neg,2018
co,fr,52,Neg,2017
co,fr,46,Neg,2016
co,fr,5,Neg,2015
co,gb,26,Neg,2017
co,gb,18,Neg,2019
co,gb,15,Neg,2016
co,gb,10,Neg,2018
co,gt,8,Neg,2016
co,ie,5,Neg,2018
co,ie,4,Neg,2017
co,ie,3,Neg,2019
co,ie,2,Neg,2016
co,it,21,Neg,2019
co,it,17,Neg,2017
co,it,16,Neg,2016
co,it,12,Neg,2018
co,kr,6,Neg,2016
co,kr,4,Neg,2017
co,kr,2,Neg,2019
co,kr,1,Neg,2018
co,mx,85,Neg,2016
co,mx,78,Neg,2017
co,mx,77,Neg,2018
co,mx,71,Neg,2019
co,mx,13,Neg,2015
co,nl,20,Neg,2016
co,nl,19,Neg,2019
co,nl,17,Neg,2018
co,nl,16,Neg,2017
co,nl,1,Neg,2015
co,nz,17,Neg,2019
co,nz,14,Neg,2016
co,nz,14,Neg,2017
co,nz,7,Neg,2018
co,nz,6,Neg,2015
co,pa,36,Neg,2016
co,pa,30,Neg,2015
co,pa,18,Neg,2017
co,pe,24,Neg,2017
co,pe,22,Neg,2015
co,pe,20,Neg,2016
co,pe,12,Neg,2018
co,pe,3,Neg,2019
co,pt,11,Neg,2019
co,pt,8,Neg,2018
co,pt,6,Neg,2016
co,pt,6,Neg,2017
co,se,8,Neg,2017
co,se,7,Neg,2018
co,se,7,Neg,2019
co,se,5,Neg,2016
co,se,3,Neg,2015
co,us,53,Neg,2019
co,us,1,Neg,2017
co,uy,6,Neg,2019
co,uy,2,Neg,2015
co,uy,1,Neg,2018
co,ar,39,Pos,2015
co,ar,29,Pos,2019
co,be,3,Pos,2015
co,bo,4,Pos,2019
co,bo,3,Pos,2018
co,br,28,Pos,2015
co,br,21,Pos,2016
co,br,12,Pos,2018
co,br,11,Pos,2017
co,br,10,Pos,2019
co,cn,0,Pos,2015
co,do,3,Pos,2018
co,do,2,Pos,2015
co,do,1,Pos,2019
co,do,0,Pos,2017
co,es,113,Pos,2015
co,gb,16,Pos,2015
co,gt,3,Pos,2018
co,gt,2,Pos,2017
co,gt,1,Pos,2019
co,gt,0,Pos,2015
co,ie,2,Pos,2015
co,in,8,Pos,2019
co,in,6,Pos,2015
co,in,6,Pos,2017
co,in,5,Pos,2018
co,in,2,Pos,2016
co,it,13,Pos,2015
co,kr,4,Pos,2015
co,pa,24,Pos,2018
co,pa,5,Pos,2019
co,pt,1,Pos,2015
co,sv,1,Pos,2016
co,sv,1,Pos,2017
co,sv,1,Pos,2018
co,sv,0,Pos,2015
co,sv,0,Pos,2019
co,us,498,Pos,2015
co,us,91,Pos,2016
co,us,65,Pos,2018
co,uy,2,Pos,2016
co,uy,0,Pos,2017
co,ve,927,Pos,2018
co,ve,674,Pos,2017
co,ve,652,Pos,2019
co,ve,471,Pos,2016
co,ve,373,Pos,2015
cr,ar,1,Neg,2017
cr,ca,81,Neg,2019
cr,ca,60,Neg,2018
cr,ca,39,Neg,2017
cr,ca,36,Neg,2016
cr,ch,33,Neg,2019
cr,ch,24,Neg,2017
cr,ch,15,Neg,2016
cr,cl,18,Neg,2018
cr,cl,9,Neg,2016
cr,cl,8,Neg,2017
cr,de,86,Neg,2018
cr,de,79,Neg,2019
cr,de,69,Neg,2017
cr,de,64,Neg,2016
cr,de,21,Neg,2015
cr,ec,23,Neg,2019
cr,ec,11,Neg,2018
cr,ec,10,Neg,2016
cr,es,154,Neg,2018
cr,es,138,Neg,2017
cr,es,95,Neg,2019
cr,es,31,Neg,2016
cr,fr,43,Neg,2019
cr,fr,13,Neg,2018
cr,fr,12,Neg,2015
cr,gb,38,Neg,2018
cr,gb,32,Neg,2019
cr,gb,28,Neg,2015
cr,gb,27,Neg,2017
cr,gb,15,Neg,2016
cr,gt,8,Neg,2017
cr,it,17,Neg,2019
cr,it,12,Neg,2017
cr,it,2,Neg,2015
cr,it,1,Neg,2018
cr,mx,120,Neg,2019
cr,mx,94,Neg,2018
cr,mx,54,Neg,2015
cr,mx,3,Neg,2017
cr,ni,35,Neg,2015
cr,ni,24,Neg,2017
cr,nl,65,Neg,2019
cr,nl,49,Neg,2018
cr,nl,31,Neg,2017
cr,nl,19,Neg,2016
cr,pa,30,Neg,2015
cr,pa,19,Neg,2016
cr,pa,17,Neg,2019
cr,pa,4,Neg,2017
cr,pe,8,Neg,2018
cr,us,244,Neg,2019
cr,us,78,Neg,2018
cr,ar,64,Pos,2015
cr,ar,54,Pos,2016
cr,ar,29,Pos,2019
cr,ar,13,Pos,2018
cr,br,81,Pos,2016
cr,br,79,Pos,2018
cr,br,56,Pos,2015
cr,br,56,Pos,2017
cr,br,34,Pos,2019
cr,ca,26,Pos,2015
cr,ch,3,Pos,2015
cr,ch,1,Pos,2018
cr,cl,24,Pos,2015
cr,cl,0,Pos,2019
cr,co,51,Pos,2018
cr,co,38,Pos,2019
cr,co,35,Pos,2017
cr,co,19,Pos,2016
cr,co,16,Pos,2015
cr,ec,9,Pos,2017
cr,ec,2,Pos,2015
cr,es,148,Pos,2015
cr,fr,10,Pos,2016
cr,fr,5,Pos,2017
cr,gt,93,Pos,2019
cr,gt,42,Pos,2016
cr,gt,11,Pos,2018
cr,gt,5,Pos,2015
cr,hn,12,Pos,2015
cr,hn,12,Pos,2018
cr,hn,9,Pos,2019
cr,hn,3,Pos,2017
cr,hn,1,Pos,2016
cr,it,25,Pos,2016
cr,mx,6,Pos,2016
cr,ni,206,Pos,2018
cr,ni,205,Pos,2019
cr,ni,19,Pos,2016
cr,nl,12,Pos,2015
cr,pa,7,Pos,2018
cr,pe,48,Pos,2016
cr,pe,10,Pos,2015
cr,pe,4,Pos,2017
cr,pe,1,Pos,2019
cr,us,618,Pos,2015
cr,us,201,Pos,2016
cr,us,68,Pos,2017
cr,ve,559,Pos,2016
cr,ve,530,Pos,2017
cr,ve,478,Pos,2018
cr,ve,414,Pos,2015
cr,ve,300,Pos,2019
cu,ca,461,Neg,2016
cu,ca,320,Neg,2017
cu,ca,298,Neg,2019
cu,ca,257,Neg,2018
cu,ca,204,Neg,2015
cu,es,2001,Neg,2019
cu,es,1424,Neg,2018
cu,es,663,Neg,2017
cu,es,113,Neg,2016
cu,mx,793,Neg,2019
cu,mx,690,Neg,2018
cu,mx,376,Neg,2016
cu,mx,335,Neg,2017
cu,mx,230,Neg,2015
cu,us,4089,Neg,2016
cu,us,2048,Neg,2017
cu,us,2042,Neg,2015
cu,us,1187,Neg,2019
cu,us,1016,Neg,2018
cu,uy,1389,Neg,2019
cu,uy,804,Neg,2015
cu,uy,659,Neg,2018
cu,uy,655,Neg,2017
cu,uy,639,Neg,2016
cu,es,983,Pos,2015
cy,ae,185,Neg,2015
cy,au,78,Neg,2015
cy,au,29,Neg,2016
cy,be,25,Neg,2019
cy,be,22,Neg,2017
cy,ca,140,Neg,2015
cy,ca,127,Neg,2016
cy,ca,123,Neg,2019
cy,ca,68,Neg,2018
cy,ca,53,Neg,2017
cy,de,168,Neg,2015
cy,de,93,Neg,2016
cy,de,62,Neg,2017
cy,es,58,Neg,2019
cy,fr,68,Neg,2018
cy,fr,44,Neg,2017
cy,fr,22,Neg,2015
cy,fr,22,Neg,2019
cy,nl,130,Neg,2019
cy,nl,93,Neg,2016
cy,nl,84,Neg,2017
cy,nl,48,Neg,2018
cy,nl,34,Neg,2015
cy,us,87,Neg,2019
cy,ae,115,Pos,2018
cy,ae,72,Pos,2019
cy,ae,59,Pos,2016
cy,ae,44,Pos,2017
cy,au,56,Pos,2018
cy,au,29,Pos,2019
cy,au,4,Pos,2017
cy,be,25,Pos,2016
cy,be,17,Pos,2015
cy,be,16,Pos,2018
cy,de,111,Pos,2018
cy,de,43,Pos,2019
cy,es,74,Pos,2016
cy,es,39,Pos,2015
cy,es,18,Pos,2017
cy,es,8,Pos,2018
cy,fr,5,Pos,2016
cy,gb,1220,Pos,2018
cy,gb,1191,Pos,2019
cy,gb,1121,Pos,2017
cy,gb,794,Pos,2016
cy,gb,22,Pos,2015
cy,gr,1088,Pos,2016
cy,gr,1057,Pos,2018
cy,gr,838,Pos,2017
cy,gr,711,Pos,2019
cy,gr,554,Pos,2015
cy,il,112,Pos,2019
cy,il,87,Pos,2018
cy,il,78,Pos,2016
cy,il,49,Pos,2017
cy,il,39,Pos,2015
cy,it,119,Pos,2019
cy,it,97,Pos,2017
cy,it,52,Pos,2018
cy,it,50,Pos,2015
cy,it,49,Pos,2016
cy,ng,148,Pos,2019
cy,ng,93,Pos,2016
cy,ng,87,Pos,2018
cy,ng,45,Pos,2015
cy,ng,35,Pos,2017
cy,tr,3359,Pos,2018
cy,tr,2938,Pos,2017
cy,tr,2441,Pos,2019
cy,tr,2353,Pos,2016
cy,tr,2111,Pos,2015
cy,ua,338,Pos,2018
cy,ua,310,Pos,2019
cy,ua,224,Pos,2015
cy,ua,137,Pos,2017
cy,ua,127,Pos,2016
cy,us,661,Pos,2015
cy,us,230,Pos,2016
cy,us,179,Pos,2018
cy,us,53,Pos,2017
cz,ae,60,Neg,2015
cz,ae,24,Neg,2016
cz,at,61,Neg,2019
cz,at,57,Neg,2018
cz,at,43,Neg,2016
cz,at,35,Neg,2015
cz,at,35,Neg,2017
cz,au,50,Neg,2015
cz,au,28,Neg,2016
cz,au,24,Neg,2017
cz,be,35,Neg,2019
cz,be,5,Neg,2015
cz,ca,61,Neg,2016
cz,ca,54,Neg,2017
cz,ca,28,Neg,2018
cz,ca,10,Neg,2015
cz,ch,113,Neg,2015
cz,ch,107,Neg,2019
cz,ch,96,Neg,2016
cz,ch,41,Neg,2017
cz,ch,41,Neg,2018
cz,cn,12,Neg,2015
cz,de,248,Neg,2015
cz,de,190,Neg,2016
cz,de,106,Neg,2019
cz,de,91,Neg,2018
cz,de,37,Neg,2017
cz,dk,35,Neg,2015
cz,dk,22,Neg,2016
cz,dk,9,Neg,2017
cz,dk,1,Neg,2018
cz,es,59,Neg,2019
cz,es,20,Neg,2016
cz,fi,17,Neg,2019
cz,gb,262,Neg,2015
cz,ie,49,Neg,2015
cz,ie,8,Neg,2017
cz,jp,9,Neg,2018
cz,jp,4,Neg,2016
cz,jp,1,Neg,2019
cz,lu,28,Neg,2019
cz,lu,19,Neg,2017
cz,lu,18,Neg,2015
cz,lu,16,Neg,2018
cz,lu,13,Neg,2016
cz,mt,10,Neg,2016
cz,mt,5,Neg,2015
cz,mt,2,Neg,2019
cz,nl,81,Neg,2015
cz,nl,54,Neg,2019
cz,nl,28,Neg,2018
cz,nl,8,Neg,2017
cz,nl,7,Neg,2016
cz,no,7,Neg,2018
cz,no,5,Neg,2016
cz,no,2,Neg,2017
cz,nz,41,Neg,2015
cz,nz,34,Neg,2016
cz,nz,19,Neg,2017
cz,se,29,Neg,2015
cz,se,23,Neg,2019
cz,se,14,Neg,2018
cz,se,4,Neg,2016
cz,sg,12,Neg,2015
cz,sg,2,Neg,2016
cz,sg,1,Neg,2017
cz,sg,1,Neg,2019
cz,us,28,Neg,2019
cz,ae,38,Pos,2018
cz,ae,18,Pos,2017
cz,ae,11,Pos,2019
cz,au,16,Pos,2018
cz,au,1,Pos,2019
cz,be,17,Pos,2017
cz,be,11,Pos,2018
cz,be,0,Pos,2016
cz,bg,48,Pos,2016
cz,bg,24,Pos,2018
cz,bg,18,Pos,2015
cz,bg,18,Pos,2017
cz,bg,15,Pos,2019
cz,br,95,Pos,2017
cz,br,87,Pos,2018
cz,br,69,Pos,2019
cz,br,54,Pos,2016
cz,br,12,Pos,2015
cz,by,32,Pos,2018
cz,by,25,Pos,2017
cz,by,24,Pos,2019
cz,by,7,Pos,2016
cz,by,0,Pos,2015
cz,ca,10,Pos,2019
cz,cn,38,Pos,2019
cz,cn,34,Pos,2017
cz,cn,8,Pos,2016
cz,cn,6,Pos,2018
cz,dk,20,Pos,2019
