origin,destination,count
fr,hr,0,02
fr,cy,0
fr,cz,-0,07
fr,dk,-0,08
fr,do,0,02
fr,ec,-0,02
fr,eg,0,03
fr,ee,-0,02
fr,et,-0,01
fr,fi,0
fr,ga,-0,18
fr,ge,0
fr,de,-1,21
fr,gh,-0,05
fr,gr,0,1
fr,ht,-0,02
fr,hk,-0,36
fr,hu,0,02
fr,is,0
fr,in,0,54
fr,id,-0,02
fr,ir,-0,04
fr,iq,-0,01
fr,ie,-0,51
fr,il,-0,15
fr,it,0,79
fr,jp,-0,23
fr,jo,0
fr,kz,-0,03
fr,ke,-0,02
fr,kr,-0,05
fr,kw,-0,01
fr,lv,0
fr,lb,0,21
fr,lt,0,01
fr,lu,-2,18
fr,mg,-0,04
fr,my,-0,07
fr,ml,-0,08
fr,mt,-0,01
fr,mu,-0,09
fr,mx,0,03
fr,md,0,04
fr,ma,0,74
fr,mm,-0,01
fr,np,0,01
fr,nl,-0,25
fr,nz,-0,15
fr,ng,-0,07
fr,no,-0,07
fr,om,0
fr,pk,0,03
fr,pa,-0,03
fr,pe,0,01
fr,ph,0
fr,pl,-0,11
fr,pt,0,17
fr,qa,-0,09
fr,ro,0,27
fr,sa,-0,08
fr,sn,-0,09
fr,rs,0,04
fr,sg,-0,49
fr,sk,0
fr,si,0,01
fr,za,-0,07
fr,es,-0,14
fr,lk,0,01
fr,se,-0,2
fr,ch,-5,69
fr,sy,0,04
fr,tw,0
fr,tz,0
fr,th,-0,08
fr,tg,0,02
fr,tn,1,06
fr,tr,0,07
fr,ua,0,1
fr,ae,-0,74
fr,gb,-2,65
fr,us,0,12
fr,uy,0
fr,ve,0,09
fr,vn,-0,15
ga,cm,-0,47
ga,fr,28,58
ga,sn,5,13
ga,gb,12,89
ga,us,17,09
gb,af,0,01
gb,al,0,02
gb,dz,0
gb,ao,-0,06
gb,ar,0,05
gb,am,0
gb,au,-0,3
gb,at,0,01
gb,az,-0,03
gb,bs,-0,01
gb,bh,-0,06
gb,bd,-0,06
gb,by,0,02
gb,be,0,2
gb,ba,0
gb,bw,-0,13
gb,br,0,43
gb,bg,0,33
gb,kh,0
gb,cm,-0,03
gb,ca,-0,1
gb,cl,-0,06
gb,cn,-0,54
gb,co,-0,04
gb,cd,-0,06
gb,cr,0,01
gb,ci,-0,03
gb,hr,0,05
gb,cy,0
gb,cz,0,13
gb,dk,-0,02
gb,do,0
gb,ec,0,01
gb,eg,-0,01
gb,ee,0
gb,et,0
gb,fi,0,06
gb,fr,1,44
gb,ga,-0,04
gb,ge,0
gb,de,-0,59
gb,gh,-0,05
gb,gr,0,77
gb,hk,-0,47
gb,hu,0,4
gb,is,-0,01
gb,in,0,55
gb,id,0,07
gb,ir,-0,31
gb,iq,-0,05
gb,ie,0,19
gb,il,0,08
gb,it,2,19
gb,jm,0,02
gb,jp,-0,11
gb,jo,-0,02
gb,kz,-0,08
gb,ke,-0,19
gb,kr,0,02
gb,kw,-0,07
gb,lv,0,03
gb,lb,0
gb,ly,0,01
gb,lt,0,07
gb,lu,-0,04
gb,mk,0,02
gb,mw,-0,08
gb,my,-0,02
gb,mt,-0,06
gb,mu,-0,03
gb,mx,0,1
gb,md,0,05
gb,mn,-0,01
gb,ma,-0,02
gb,mz,-0,04
gb,mm,-0,04
gb,na,-0,04
gb,np,-0,03
gb,nl,0,17
gb,nz,-0,02
gb,ng,-6,65
gb,no,-0,07
gb,om,-0,01
gb,pk,-0,02
gb,pa,-0,01
gb,pe,0,03
gb,ph,0,06
gb,pl,0,6
gb,pt,1,02
gb,qa,-0,19
gb,ro,1,29
gb,rw,-0,02
gb,sa,-0,59
gb,sn,0
gb,rs,0
gb,sg,-0,22
gb,sk,0,02
gb,si,0,05
gb,za,-3,33
gb,es,1,08
gb,lk,-0,03
gb,sd,0
gb,se,-0,13
gb,ch,-0,14
gb,sy,0,01
gb,tw,-0,02
gb,tz,-0,07
gb,th,-0,1
gb,tt,-0,01
gb,tn,0
gb,tr,0,06
gb,ug,-0,04
gb,ua,0,09
gb,ae,-1,56
gb,us,4,78
gb,uy,0
gb,uz,-0,02
gb,ve,0,1
gb,vn,-0,08
gb,ps,-0,01
gb,zm,-0,46
gb,zw,-0,06
ge,az,0,43
ge,fr,-0,06
ge,de,-0,49
ge,in,4,08
ge,tr,1,24
ge,ua,1,17
ge,ae,-0,74
ge,gb,-0,31
ge,us,20,21
gh,au,-0,46
gh,ca,-1,46
gh,cn,-0,21
gh,ci,-0,75
gh,eg,2,54
gh,fr,0,69
gh,de,-0,3
gh,in,1,04
gh,it,0,1
gh,ke,0
gh,lb,0,1
gh,nl,-0,11
gh,ng,-1,11
gh,no,2,97
gh,za,0,32
gh,tg,0,04
gh,ae,-1,26
gh,gb,1,26
gh,us,17,66
gr,al,-0,01
gr,au,-0,48
gr,at,-0,48
gr,be,-1,18
gr,bg,-0,17
gr,ca,-0,83
gr,cn,0,01
gr,cy,-0,97
gr,cz,-0,28
gr,dk,-0,67
gr,fi,-0,21
gr,fr,-1
gr,de,-3,77
gr,hu,0,03
gr,in,0,48
gr,ie,-0,53
gr,it,-0,29
gr,lu,-0,67
gr,nl,-2,4
gr,no,-0,52
gr,pl,-0,37
gr,qa,-0,66
gr,ro,-0,21
gr,sa,-0,34
gr,rs,-0,12
gr,es,-0,23
gr,se,-1,94
gr,ch,-1,73
gr,tr,0,48
gr,ua,0,11
gr,ae,-1,01
gr,gb,-14,52
gr,us,5,17
gt,ca,-0,04
gt,co,0
gt,cr,-0,06
gt,sv,-2,92
gt,hn,-6,15
gt,mx,-0,57
gt,ni,-0,39
gt,pa,-0,37
gt,es,1
gt,us,5,21
gt,ve,1,14
hk,au,4,39
hk,at,0,04
hk,bd,-0,11
hk,be,0,22
hk,br,0,2
hk,ca,1,27
hk,cn,7,88
hk,dk,-0,04
hk,fi,-0,03
hk,fr,3,31
hk,de,-0,05
hk,in,3,33
hk,id,-0,2
hk,ie,0,15
hk,il,0,07
hk,it,0,5
hk,jp,0
hk,kr,0,68
hk,my,0,07
hk,mx,0
hk,nl,-0,07
hk,nz,-0,18
hk,ng,1,98
hk,pk,-0,07
hk,ph,0,1
hk,qa,0,01
hk,sg,-1,63
hk,za,0,72
hk,es,0,39
hk,se,0
hk,ch,0,56
hk,tw,1,57
hk,th,0,02
hk,tr,0,09
hk,ae,-0,35
hk,gb,7,84
hk,us,6,62
hk,vn,-0,13
hn,ca,-0,49
hn,cr,-0,31
hn,gt,13,46
hn,mx,-0,18
hn,ni,-0,18
hn,es,1,74
hn,us,7,24
hr,au,-0,91
hr,at,-2,37
hr,be,-1,21
hr,ba,1,36
hr,ca,-0,91
hr,cz,-0,23
hr,fr,-0,51
hr,de,-10,63
hr,ie,-8,31
hr,it,-0,38
hr,nl,-0,98
hr,no,-0,96
hr,pl,-0,48
hr,rs,0,4
hr,si,-0,13
hr,es,-0,43
hr,se,-0,76
hr,ch,-0,83
hr,ae,-0,96
hr,gb,-2,2
hr,us,8,16
ht,ca,-3,16
ht,do,1,05
ht,fr,1,76
ht,us,11,86
hu,au,-0,44
hu,at,-4,07
hu,be,-0,99
hu,br,-1,07
hu,ca,-0,46
hu,cn,-0,03
hu,cz,-0,39
hu,dk,-1,12
hu,fi,-0,09
hu,fr,-0,27
hu,de,-7,25
hu,gr,-0,05
hu,in,1,53
hu,ie,-1,31
hu,it,0,82
hu,jp,-0,14
hu,lu,-0,56
hu,mt,-0,36
hu,nl,-1,86
hu,nz,-0,36
hu,no,-0,31
hu,pl,0,03
hu,pt,-0,1
hu,ro,2,21
hu,rs,0,92
hu,sg,-0,14
hu,sk,0,54
hu,es,-1,16
hu,se,-1,6
hu,ch,-2,83
hu,tr,0,17
hu,ua,1,07
hu,ae,-0,48
hu,gb,-13,13
hu,us,5,67
id,af,-0,02
id,ao,0
id,au,0,2
id,be,-0,01
id,br,0,03
id,kh,0
id,ca,0,76
id,cn,0,26
id,dk,-0,05
id,fr,0,04
id,de,-0,16
id,hk,0,05
id,in,0,26
id,il,0,24
id,it,0
id,jp,0,03
id,kr,0,03
id,my,0,14
id,mm,-0,04
id,nl,-0,02
id,nz,-0,11
id,ng,0,06
id,no,0,07
id,om,-0,01
id,ph,-0,07
id,qa,-0,14
id,sa,-0,16
id,sg,0,57
id,za,-0,02
id,es,0,01
id,se,-0,04
id,ch,-0,01
id,tw,0,07
id,th,0,03
id,tr,-0,02
id,ae,-0,16
id,gb,-0,25
id,us,17,87
id,vn,-0,04
ie,ar,0,53
ie,au,3,83
ie,at,0,27
ie,be,0,44
ie,br,10,16
ie,bg,0,36
ie,ca,-0,98
ie,cl,-0,02
ie,cn,0,31
ie,co,-0,06
ie,hr,2,34
ie,cz,0,33
ie,dk,0,09
ie,eg,0,26
ie,fi,0,14
ie,fr,3,76
ie,de,-0,32
ie,gr,0,38
ie,hk,-0,12
ie,hu,0,55
ie,in,4,42
ie,il,0,1
ie,it,4,57
ie,jp,0,23
ie,kr,0,09
ie,lt,-0,01
ie,lu,-0,14
ie,my,-0,02
ie,mt,-0,04
ie,mx,0,31
ie,nl,0,93
ie,nz,-0,03
ie,ng,0,18
ie,no,0,14
ie,pk,0,14
ie,ph,0,17
ie,pl,0,47
ie,pt,1
ie,qa,-0,16
ie,ro,1,31
ie,sa,-0,43
ie,sg,-0,31
ie,sk,0,08
ie,za,0,63
ie,es,2,69
ie,se,-0,21
ie,ch,-0,41
ie,tw,0,03
ie,th,0,01
ie,tr,0,57
ie,ua,0,36
ie,ae,-1,1
ie,gb,-2,62
ie,us,3,78
ie,ve,0,28
ie,vn,0
il,ar,0,29
il,au,-0,3
il,at,0,1
il,be,0,09
il,br,0,51
il,ca,-2,26
il,cn,0,06
il,cy,-0,06
il,fr,1,22
il,de,-1,33
il,hk,-0,06
il,in,0,54
il,id,-0,97
il,ie,-0,11
il,it,0,17
il,mx,-0,07
il,nl,-0,43
il,sg,-0,02
il,za,0,23
il,es,-0,07
il,se,-0,14
il,ch,-0,02
il,th,0,01
il,tr,0,21
il,ua,1,25
il,gb,-1,29
il,us,0,3
il,ps,-2,02
in,af,-0,02
in,al,0
in,dz,-0,01
in,ao,-0,01
in,ar,-0,01
in,au,-2,1
in,at,-0,02
in,bh,-0,22
in,bd,-0,01
in,be,-0,05
in,bw,-0,01
in,br,-0,01
in,bg,0,02
in,kh,-0,01
in,cm,-0,01
in,ca,-2,37
in,cl,-0,01
in,cn,-0,04
in,co,-0,01
in,cd,-0,01
in,ci,-0,01
in,cz,-0,03
in,dk,-0,08
in,eg,0
in,et,-0,02
in,fi,0,04
in,fr,-0,17
in,ge,-0,02
in,de,-0,87
in,gh,-0,02
in,gr,-0,01
in,hk,-0,11
in,hu,-0,03
in,is,0,06
in,id,-0,04
in,ir,-0,02
in,iq,-0,02
in,ie,-0,19
in,il,-0,02
in,it,-0,07
in,jp,0,01
in,jo,0
in,kz,-0,01
in,ke,-0,06
in,kr,-0,04
in,kw,-0,36
in,lt,-0,01
in,lu,-0,02
in,mw,0
in,my,-0,33
in,mu,-0,01
in,mx,-0,05
in,ma,-0,01
in,mz,-0,01
in,mm,-0,03
in,np,-0,06
in,nl,-0,32
in,nz,-0,5
in,ng,-0,11
in,no,0,06
in,om,-0,19
in,pk,-0,01
in,pg,0
in,ph,-0,04
in,pl,0,08
in,pt,-0,01
in,qa,-0,99
in,ro,0,01
in,rw,-0,01
in,sa,-1,39
in,sg,-0,99
in,sk,0
in,za,-0,04
in,es,-0,05
in,lk,-0,04
in,sd,-0,01
in,se,-0,17
in,ch,-0,06
in,tw,-0,03
in,tz,-0,07
in,th,-0,07
in,tr,-0,02
in,ug,-0,02
in,ua,0
in,ae,-6,66
in,gb,-0,32
in,us,-2,42
in,vn,-0,03
in,ye,0
in,zm,-0,03
iq,af,1,74
iq,au,-0,78
iq,ca,-1,51
iq,cn,0,23
iq,eg,1,25
iq,fr,0,38
iq,de,-0,7
iq,in,1,97
iq,ir,-3,22
iq,it,0,32
iq,jo,0,43
iq,kw,0,26
iq,lb,0,38
iq,my,1,83
iq,nl,0,55
iq,om,-0,03
iq,pk,1,3
iq,qa,0,09
iq,sa,-1,39
iq,se,-0,41
iq,sy,1,51
iq,tr,-0,67
iq,ae,1,36
iq,gb,2,52
iq,us,13,47
ir,af,-0,02
ir,am,0,02
ir,au,-3,8
ir,at,-0,4
ir,be,-0,07
ir,ca,-11,01
ir,cn,-0,12
ir,dk,-1,07
ir,fi,-0,13
ir,fr,0,22
ir,de,-0,11
ir,in,0,4
ir,iq,0,58
ir,it,-0,83
ir,jp,0,23
ir,kr,-0,06
ir,my,1,49
ir,nl,0,88
ir,nz,-0,38
ir,no,0,05
ir,ro,4,42
ir,sg,0,15
ir,es,-0,14
ir,se,-0,18
ir,ch,0,05
ir,tr,-0,59
ir,ae,0,23
ir,gb,3,15
ir,us,32,47
is,ca,-0,31
is,dk,1,44
is,fr,0
is,de,-0,51
is,in,-10,89
is,ng,-28,67
is,no,-0,92
is,za,-8,17
is,es,-1,18
is,se,-0,21
is,gb,1,03
is,us,3,96
is,zw,-13,67
it,af,-0,05
it,al,-0,07
it,dz,0,01
it,ao,-0,02
it,ar,0,03
it,au,-0,26
it,at,-0,3
it,az,0,01
it,bd,-0,01
it,by,0,02
it,be,-0,5
it,br,0,27
it,bg,-0,03
it,ca,-0,2
it,cl,-0,02
it,cn,-0,15
it,co,-0,07
it,cr,0
it,hr,0,02
it,cy,-0,01
it,cz,-0,15
it,dk,-0,25
it,do,-0,01
it,ec,-0,01
it,eg,0,04
it,ee,-0,01
it,et,0
it,fi,-0,05
it,fr,-0,93
it,de,-1,91
it,gh,-0,01
it,gr,0,03
it,hk,-0,07
it,hu,-0,05
it,in,0,27
it,id,0
it,ir,0,18
it,iq,-0,01
it,ie,-0,73
it,il,-0,02
it,jp,-0,04
it,jo,-0,01
it,kz,-0,03
it,ke,-0,04
it,kr,0,01
it,kw,-0,01
it,lv,0,01
it,lb,0,01
it,lt,-0,01
it,lu,-0,28
it,my,0,01
it,mt,-0,28
it,mx,-0,04
it,md,0,03
it,ma,-0,01
it,nl,-0,72
it,nz,-0,06
it,ng,-0,01
it,no,-0,1
it,pk,0,06
it,pa,-0,04
it,pe,-0,03
it,ph,-0,01
it,pl,-0,18
it,pt,-0,04
it,qa,-0,07
it,ro,-0,06
it,sa,-0,05
it,sn,-0,04
it,rs,0,06
it,sg,-0,12
it,sk,0
it,si,-0,01
it,za,-0,02
it,es,-1,18
it,se,-0,28
it,ch,-2,56
it,tw,0,01
it,tz,-0,03
it,th,-0,04
it,tn,0,01
it,tr,0,12
it,ua,0,08
it,ae,-0,61
it,gb,-4,8
it,us,1,44
it,ve,0,12
it,vn,0
jm,ca,-10,08
jm,tt,-0,72
jm,gb,-1,04
jm,us,-2,66
jo,au,-0,77
jo,bh,-0,49
jo,ca,-1,67
jo,eg,0,72
jo,fr,-0,09
jo,de,-1,83
jo,in,0,35
jo,iq,-0,35
jo,it,0,28
jo,kw,-1,11
jo,lb,0,44
jo,my,0,49
jo,nl,-0,14
jo,om,-0,53
jo,qa,-5,37
jo,sa,-20,81
jo,es,0,12
jo,ch,-0,09
jo,sy,0,07
jo,tr,-1,23
jo,ae,-27,55
jo,gb,0,67
jo,us,4,69
jo,ps,0,81
jp,au,0,04
jp,at,-0,01
jp,bd,-0,23
jp,be,0,15
jp,br,-0,31
jp,ca,0,36
jp,cn,-3,59
jp,cz,-0,01
jp,dk,-0,06
jp,eg,0,02
jp,fi,0,06
jp,fr,1,71
jp,de,-0,38
jp,hk,0
jp,hu,0,06
jp,in,-0,27
jp,id,-0,1
jp,ir,-0,3
jp,ie,-0,22
jp,it,0,26
jp,kr,0,29
jp,my,-0,36
jp,mx,-0,01
jp,mm,-0,24
jp,nl,0,1
jp,nz,-0,13
jp,ng,0,56
jp,no,0,01
jp,pk,-0,04
jp,ph,0,48
jp,pl,0,08
jp,sa,-0,12
jp,sg,-1,03
jp,za,0,26
jp,es,0,3
jp,lk,0,02
jp,se,-0,19
jp,ch,0,01
jp,tw,0,14
jp,th,-0,44
jp,tr,0,17
jp,ae,-0,06
jp,gb,1,47
jp,us,3,73
jp,vn,-0,17
ke,au,-0,32
ke,be,0,04
ke,ca,-0,5
ke,cn,0,01
ke,cd,-0,46
ke,dk,0,19
ke,et,-0,03
ke,fr,0,19
ke,de,-0,11
ke,gh,0
ke,in,1,83
ke,it,0,27
ke,mu,0,21
ke,nl,0,2
ke,ng,-0,44
ke,no,4,75
ke,qa,-0,23
ke,rw,0,12
ke,sa,0,09
ke,za,1,48
ke,es,0,02
ke,se,0,05
ke,ch,0,09
ke,tz,-0,2
ke,ug,0,38
ke,ae,-1,26
ke,gb,3,08
ke,us,40,35
ke,zm,-0,4
ke,zw,-0,03
kh,au,2,52
kh,ca,0,88
kh,cn,0,77
kh,fr,3,78
kh,de,0,16
kh,in,1,53
kh,id,0
kh,kr,1,2
kh,my,1,92
kh,nl,0,82
kh,ph,0,49
kh,sg,-0,16
kh,th,1,81
kh,gb,0,16
kh,us,14,99
kh,vn,8,43
kr,au,-0,46
kr,bd,0,12
kr,be,0,09
kr,br,-0,07
kr,kh,-0,18
kr,ca,-1,55
kr,cn,-1,08
kr,co,-0,13
kr,dk,-0,02
kr,fi,-0,16
kr,fr,0,39
kr,de,-0,85
kr,hk,-0,64
kr,in,1,01
kr,id,-0,14
kr,ir,0,1
kr,ie,-0,11
kr,it,-0,05
kr,jp,-0,35
kr,my,0,19
kr,mx,-0,02
kr,nl,-0,28
kr,nz,-0,29
kr,ng,0,1
kr,no,-0,3
kr,pk,0,45
kr,ph,-0,26
kr,pl,-0,13
kr,qa,0
kr,sa,-0,1
kr,sg,-1,68
kr,za,-0,02
kr,es,-0,03
kr,se,-0,22
kr,ch,0
kr,tw,-0,11
kr,th,0
kr,tr,-0,08
kr,ae,-0,67
kr,gb,-0,28
kr,us,-3,66
kr,vn,-0,49
kw,af,0,49
kw,au,-0,73
kw,bh,0,4
kw,ca,-3,75
kw,cn,-0,16
kw,eg,9,55
kw,fr,0,16
kw,de,-0,62
kw,in,32,55
kw,iq,-0,24
kw,it,0,22
kw,jo,1,29
kw,lb,1,78
kw,my,0,32
kw,ng,-1,91
kw,om,0,08
kw,pk,0,08
kw,ph,1,7
kw,qa,-2,1
kw,sa,-1,32
kw,za,-0,67
kw,es,0,49
kw,tr,0,7
kw,ae,-8,33
kw,gb,3,83
kw,us,11,46
kz,au,0,09
kz,az,0,13
kz,ca,-0,7
kz,cn,0,77
kz,fr,0,62
kz,de,-0,31
kz,in,0,73
kz,it,0,48
kz,my,0,09
kz,nl,-0,09
kz,tr,0,11
kz,ua,1,54
kz,ae,-1,32
kz,gb,3,52
kz,us,3,14
kz,uz,0,09
lb,au,-1,76
lb,bh,-0,14
lb,be,-0,55
lb,ca,-5,92
lb,eg,0,1
lb,fr,-5,23
lb,de,-2,78
lb,gh,-0,17
lb,iq,-0,31
lb,it,-0,29
lb,jo,-0,45
lb,kw,-1,57
lb,nl,-0,74
lb,ng,-0,55
lb,om,-0,45
lb,qa,-0,38
lb,sa,-9,21
lb,es,-0,45
lb,se,-0,67
lb,ch,-0,12
lb,sy,1,24
lb,tr,-1,19
lb,ae,-24,34
lb,gb,0,12
lb,us,10,16
lk,au,-10,36
lk,bd,-0,06
lk,ca,-1,25
lk,cn,-0,05
lk,fr,-0,11
lk,de,-0,32
lk,in,2,09
lk,jp,-0,05
lk,my,0,16
lk,nz,-1,72
lk,om,-0,05
lk,qa,-4,63
lk,sa,-0,85
lk,sg,-1,19
lk,th,-0,02
lk,ae,-5,31
lk,gb,1,08
lk,us,8,23
lt,au,-0,75
lt,by,1,17
lt,be,0,38
lt,ca,-0,38
lt,dk,0,46
lt,fr,-0,33
lt,de,-1,42
lt,in,1,33
lt,ie,0,08
lt,it,0,42
lt,lv,-0,5
lt,nl,-0,63
lt,no,0,46
lt,pl,-0,63
lt,es,-0,5
lt,se,-0,08
lt,ch,-0,71
lt,tr,-0,25
lt,ua,1,71
lt,gb,-5,71
lt,us,6,8
lu,au,0,46
lu,at,0,6
lu,be,49,67
lu,br,1,66
lu,ca,1,26
lu,cn,0,4
lu,cz,1,13
lu,dk,0,2
lu,fi,1,73
lu,fr,150,68
lu,de,25,37
lu,gr,4,52
lu,hu,2,19
lu,in,3,32
lu,ie,1,26
lu,it,16,47
lu,nl,6,77
lu,pl,4,71
lu,pt,4,91
lu,ro,7,5
lu,sg,-0,27
lu,es,7,3
lu,se,1,06
lu,ch,-4,25
lu,ae,-0,6
lu,gb,5,58
lu,us,4,98
lv,be,0,1
lv,dk,1,59
lv,ee,-1,06
lv,fr,0,24
lv,de,-3,17
lv,it,-0,48
lv,lt,0,58
lv,nl,0,43
lv,no,0,29
lv,es,-0,82
lv,se,0,24
lv,ch,-0,91
lv,ua,2,55
lv,gb,-2,64
lv,us,3,6
ly,ca,-2,27
ly,eg,-6,14
ly,tn,-0,76
ly,tr,-2,69
ly,ae,-3,95
ly,gb,-1,51
ly,us,8,41
ma,dz,0,05
ma,be,-0,11
ma,ca,-1,99
ma,cn,0,03
ma,ci,-0,27
ma,eg,0,04
ma,fr,-6,6
ma,de,-0,45
ma,in,0,17
ma,it,0,1
ma,nl,0,03
ma,qa,-0,57
ma,sa,-0,12
ma,sn,-0,15
ma,es,0,09
ma,ch,0,01
ma,tn,0,39
ma,tr,-0,35
ma,ae,-1,57
ma,gb,0,34
ma,us,6,37
md,ca,-5,47
md,fr,-3,1
md,de,-5,22
md,it,-2,2
md,ro,-10,69
md,ua,-1,06
md,gb,-7,18
md,us,-5,71
mg,ca,-1,3
mg,fr,4,45
mg,mu,0,65
mg,us,9
mk,de,-5,29
mk,nl,-2,78
mk,tr,-0,07
mk,ae,-2,78
mk,gb,-2,58
mk,us,-0,99
ml,ci,3,77
ml,fr,10,05
ml,sn,0,11
ml,us,15,19
mm,au,2,44
mm,cn,3,17
mm,fr,0,57
mm,in,5,67
mm,id,1,09
mm,jp,1,82
mm,my,2,44
mm,ph,2,65
mm,sg,11,75
mm,th,9,88
mm,ae,2,7
mm,gb,3,54
mm,us,14,77
mm,vn,0,57
mn,au,1,21
mn,cn,2,78
mn,gb,1,69
mn,us,11,47
mt,au,0,16
mt,be,-0,08
mt,br,0,48
mt,cz,0,4
mt,dk,0,48
mt,fr,0,97
mt,de,-0,57
mt,hu,1,7
mt,ie,0,4
mt,it,20,1
mt,nl,2,26
mt,ph,1,53
mt,pl,2,83
mt,es,-0,81
mt,se,2,66
mt,ch,0,48
mt,tr,1,53
mt,ae,-0,57
mt,gb,8,56
mt,us,4,6
mu,au,-1
mu,ca,-4,19
mu,fr,6,12
mu,in,1,33
mu,ke,-1,6
mu,mg,-0,4
mu,my,1,2
mu,za,-0,33
mu,ae,-1,73
mu,gb,3,52
mu,us,9,04
mw,in,1,74
mw,za,2,39
mw,gb,15,85
mw,us,49,82
mx,ar,0,25
mx,au,-0,09
mx,at,-0,02
mx,be,-0,02
mx,bo,0
mx,br,0,3
mx,ca,0,07
mx,cl,0,02
mx,cn,-0,03
mx,co,0,08
mx,cr,0,04
mx,cu,0,02
mx,dk,-0,03
mx,do,-0,03
mx,ec,-0,04
mx,sv,0,02
mx,fi,0
mx,fr,-0,04
mx,de,-0,36
mx,gt,0,03
mx,hn,0
mx,hk,0
mx,in,0,2
mx,ie,-0,05
mx,il,0,01
mx,it,0,05
mx,jp,0
mx,kr,0
mx,my,0,01
mx,nl,-0,1
mx,nz,-0,03
mx,ni,-0,01
mx,no,-0,02
mx,pa,0
mx,pe,-0,05
mx,ph,0,03
mx,pl,-0,01
mx,pt,-0,01
mx,pr,-0,03
mx,sa,-0,02
mx,sg,0,03
mx,za,-0,01
mx,es,2,13
mx,se,-0,06
mx,ch,-0,02
mx,th,0,01
mx,ae,-0,04
mx,gb,-0,24
mx,us,0,39
mx,uy,0
mx,ve,1,01
my,dz,0,06
my,au,-0,61
my,bh,0
my,bd,0,26
my,be,-0,02
my,br,-0,02
my,kh,-0,14
my,ca,-0,47
my,cn,0,04
my,dk,-0,11
my,eg,0,02
my,fr,0,26
my,de,-0,34
my,hk,-0,03
my,in,4,22
my,id,-0,27
my,ir,-1,11
my,iq,-0,25
my,ie,0,01
my,it,-0,03
my,jp,0,2
my,jo,-0,08
my,kz,-0,02
my,kr,-0,09
my,kw,-0,05
my,mu,-0,07
my,mx,-0,02
my,mm,-0,18
my,nl,0,14
my,nz,-0,5
my,ng,-0,47
my,no,0
my,om,0,03
my,pk,0,23
my,ph,0,64
my,qa,-0,15
my,sa,-0,84
my,sg,-7,77
my,za,-0,04
my,es,0,07
my,lk,-0,04
my,sd,-0,11
my,se,-0,02
my,ch,-0,02
my,tw,-0,02
my,th,-0,14
my,tr,-0,11
my,ae,-0,7
my,gb,0,18
my,us,6,26
my,vn,-0,13
my,ye,-0,03
mz,br,0,55
mz,in,1,42
mz,pt,8,69
mz,za,6,47
mz,gb,4,87
mz,us,21,69
mz,zw,2,03
na,ao,-6,97
na,de,0,5
na,za,20,9
na,gb,6,72
na,us,22,39
na,zm,-2,99
na,zw,2,4
ng,ao,-0,07
ng,au,-0,49
ng,bj,-0,01
ng,cm,-0,06
ng,ca,-3,32
ng,cn,-0,21
ng,ci,-0,07
ng,cy,-0,03
ng,eg,0
ng,fr,0,32
ng,de,-0,15
ng,gh,0,35
ng,hk,-0,98
ng,is,2,42
ng,in,1,56
ng,id,-0,13
ng,ie,-0,11
ng,it,0,05
ng,jp,-0,35
ng,ke,0,23
ng,kr,-0,05
ng,kw,0,31
ng,lb,0,1
ng,my,0,53
ng,nl,0,09
ng,no,3,66
ng,pk,0,01
ng,ph,0,05
ng,pl,1,04
ng,qa,-0,19
ng,sa,-0,19
ng,sg,0,01
ng,za,0,17
ng,es,-0,04
ng,ch,-0,07
ng,tz,-0,08
ng,tr,0,18
ng,ug,0,04
ng,ua,0,11
ng,ae,-1,41
ng,gb,55,3
ng,us,37,12
ni,ca,-0,49
ni,cr,0,98
ni,gt,0,93
ni,hn,0,2
ni,mx,0,25
ni,pa,-0,64
ni,es,2,02
ni,us,7,38
nl,af,-0,04
nl,al,0
nl,ar,0,11
nl,au,-0,17
nl,at,-0,02
nl,az,-0,01
nl,bd,0,02
nl,be,-0,87
nl,br,0,39
nl,bg,0,09
nl,kh,-0,03
nl,ca,0,03
nl,cl,0,03
nl,cn,-0,04
nl,co,0,01
nl,cr,-0,01
nl,hr,0,07
nl,cy,0,01
nl,cz,0,13
nl,dk,-0,1
nl,ec,0,01
nl,eg,0,1
nl,ee,-0,01
nl,et,-0,04
nl,fi,0,1
nl,fr,0,44
nl,de,-1,11
nl,gh,0,01
nl,gr,0,41
nl,hk,0,01
nl,hu,0,18
nl,in,1,78
nl,id,0,01
nl,ir,-0,28
nl,iq,-0,03
nl,ie,-0,22
nl,il,0,09
nl,it,1,07
nl,jp,-0,03
nl,jo,0,01
nl,kz,0,01
nl,ke,-0,04
nl,kr,0,06
nl,lv,-0,02
nl,lb,0,05
nl,lt,0,03
nl,lu,-0,17
nl,mk,0,07
nl,my,-0,06
nl,mt,-0,05
nl,mx,0,13
nl,ma,-0,01
nl,np,-0,02
nl,nz,-0,07
nl,ng,-0,04
nl,no,-0,12
nl,om,0,01
nl,pk,0,01
nl,pa,0
nl,pe,0,03
nl,ph,0,02
nl,pl,0,18
nl,pt,0,22
nl,qa,-0,05
nl,ro,0,35
nl,sa,-0,06
nl,rs,0,1
nl,sg,-0,08
nl,sk,0,02
nl,si,0,03
nl,za,0,13
nl,es,0,2
nl,se,-0,18
nl,ch,-0,61
nl,sy,0,08
nl,tw,0,03
nl,tz,-0,02
nl,th,-0,02
nl,tr,0,39
nl,ug,-0,03
nl,ua,0,31
nl,ae,-0,41
nl,gb,-0,55
